source airport,source airport id,destination apirport,destination airport id,source city,destination city,airline name,plane model,capacity
JFK,3797,ATL,3682,New York,Atlanta,Air France,Boeing 737-800,160
JFK,3797,ATL,3682,New York,Atlanta,Air France,Boeing 757-200,162
JFK,3797,BCN,1218,New York,Barcelona,Air France,Airbus A330-300,293
JFK,3797,CDG,1382,New York,Paris,Air France,Airbus A330-200,234
JFK,3797,CDG,1382,New York,Paris,Air France,Boeing 777-200,308
JFK,3797,CDG,1382,New York,Paris,Air France,Airbus A380-800,520
JFK,3797,CDG,1382,New York,Paris,Air France,Airbus A340-300,440
JFK,3797,DUB,599,New York,Dublin,Air France,Boeing 757-200,162
JFK,3797,LHR,507,New York,London,Air France,Boeing 767-400,409
JFK,3797,MAD,1229,New York,Madrid,Air France,Boeing 767-400,409
JFK,3797,MSY,3861,New York,New Orleans,Air France,Canadair Regional Jet 900,0
JFK,3797,NCE,1354,New York,Nice,Air France,Boeing 767-400,409
JFK,3797,PAP,1897,New York,Port-au-prince,Air France,Boeing 737-800,160
LGA,3697,ATL,3682,New York,Atlanta,Air France,McDonnell Douglas MD-88,149
LGA,3697,ATL,3682,New York,Atlanta,Air France,Boeing 757,0
JFK,3797,DEL,3093,New York,Delhi,Air India Limited,Boeing 777-300ER,396
JFK,3797,LHR,507,New York,London,Air India Limited,Boeing 777-200,308
JFK,3797,ATL,3682,New York,Atlanta,AeroM̩xico,Boeing 757-200,162
JFK,3797,ATL,3682,New York,Atlanta,AeroM̩xico,Airbus A319,132
JFK,3797,ATL,3682,New York,Atlanta,AeroM̩xico,Boeing 757,0
JFK,3797,ATL,3682,New York,Atlanta,AeroM̩xico,Boeing 737-800,160
JFK,3797,CUN,1852,New York,Cancun,AeroM̩xico,Boeing 737-800,160
JFK,3797,MEX,1824,New York,Mexico City,AeroM̩xico,Boeing 737-800,160
JFK,3797,MEX,1824,New York,Mexico City,AeroM̩xico,Boeing 787,0
LGA,3697,ATL,3682,New York,Atlanta,AeroM̩xico,McDonnell Douglas MD-88,149
LGA,3697,ATL,3682,New York,Atlanta,AeroM̩xico,Boeing 757,0
LGA,3697,ATL,3682,New York,Atlanta,AeroM̩xico,Boeing 737-800,160
JFK,3797,EZE,3988,New York,Buenos Aires,Aerolineas Argentinas,Airbus A330,0
JFK,3797,LAX,3484,New York,Los Angeles,Alaska Airlines,Airbus A321,192
JFK,3797,LAX,3484,New York,Los Angeles,Alaska Airlines,Boeing 767-200,290
JFK,3797,SAN,3731,New York,San Diego,Alaska Airlines,Boeing 757,0
JFK,3797,SEA,3577,New York,Seattle,Alaska Airlines,Boeing 737-800,160
JFK,3797,SFO,3469,New York,San Francisco,Alaska Airlines,Airbus A321,192
JFK,3797,SFO,3469,New York,San Francisco,Alaska Airlines,Boeing 767-300,148
JFK,3797,CMN,1074,New York,Casablanca,Royal Air Maroc,Boeing 767-300,148
JFK,3797,BOG,2709,New York,Bogota,Avianca - Aerovias Nacionales de Colombia,Airbus A319,132
JFK,3797,BOG,2709,New York,Bogota,Avianca - Aerovias Nacionales de Colombia,Airbus A330,0
JFK,3797,MDE,2745,New York,Rio Negro,Avianca - Aerovias Nacionales de Colombia,Airbus A319,132
JFK,3797,SAL,1892,New York,San Salvador,Avianca - Aerovias Nacionales de Colombia,Airbus A320,158
JFK,3797,SAL,1892,New York,San Salvador,Avianca - Aerovias Nacionales de Colombia,Airbus A321,192
JFK,3797,SAP,1772,New York,San Pedro Sula,Avianca - Aerovias Nacionales de Colombia,Airbus A320,158
JFK,3797,BCN,1218,New York,Barcelona,Finnair,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,Finnair,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,Finnair,Boeing 757,0
JFK,3797,DUB,599,New York,Dublin,Finnair,Boeing 757,0
JFK,3797,FCO,1555,New York,Rome,Finnair,Boeing 767-300,148
JFK,3797,HEL,421,New York,Helsinki,Finnair,Airbus A330-300,293
JFK,3797,LCY,503,New York,London,Finnair,Airbus A318,132
JFK,3797,LHR,507,New York,London,Finnair,Boeing 747-400,366
JFK,3797,LHR,507,New York,London,Finnair,Boeing 777-300ER,396
JFK,3797,LHR,507,New York,London,Finnair,Boeing 777,388
JFK,3797,MAD,1229,New York,Madrid,Finnair,Airbus A330-300,293
JFK,3797,MAD,1229,New York,Madrid,Finnair,Boeing 757,0
JFK,3797,MAD,1229,New York,Madrid,Finnair,Airbus A340-600,475
JFK,3797,MAN,478,New York,Manchester,Finnair,Boeing 757,0
JFK,3797,MXP,1524,New York,Milano,Finnair,Boeing 767-300,148
JFK,3797,SJU,2890,New York,San Juan,Finnair,Boeing 757,0
JFK,3797,YUL,146,New York,Montreal,Finnair,Embraer RJ140,0
JFK,3797,YYZ,193,New York,Toronto,Finnair,Canadair Regional Jet 700,0
JFK,3797,ATL,3682,New York,Atlanta,Alitalia,Boeing 757-200,162
JFK,3797,ATL,3682,New York,Atlanta,Alitalia,Airbus A319,132
JFK,3797,ATL,3682,New York,Atlanta,Alitalia,McDonnell Douglas MD-88,149
JFK,3797,ATL,3682,New York,Atlanta,Alitalia,Boeing 737-800,160
JFK,3797,CDG,1382,New York,Paris,Alitalia,Airbus A330-200,234
JFK,3797,CDG,1382,New York,Paris,Alitalia,Airbus A380-800,520
JFK,3797,CDG,1382,New York,Paris,Alitalia,Boeing 777-200,308
JFK,3797,CDG,1382,New York,Paris,Alitalia,Airbus A340-300,440
JFK,3797,FCO,1555,New York,Rome,Alitalia,Boeing 777-200,308
JFK,3797,FCO,1555,New York,Rome,Alitalia,Airbus A330,0
JFK,3797,MEX,1824,New York,Mexico City,Alitalia,Boeing 737-800,160
JFK,3797,MSY,3861,New York,New Orleans,Alitalia,Canadair Regional Jet 900,0
JFK,3797,MXP,1524,New York,Milano,Alitalia,Airbus A330,0
JFK,3797,VCE,1551,New York,Venice,Alitalia,Boeing 767-400,409
JFK,3797,YYZ,193,New York,Toronto,Alitalia,Canadair Regional Jet 700,0
JFK,3797,ABQ,4019,New York,Albuquerque,JetBlue Airways,Airbus A320,158
JFK,3797,AUA,2895,New York,Oranjestad,JetBlue Airways,Airbus A320,158
JFK,3797,AUS,3673,New York,Austin,JetBlue Airways,Airbus A320,158
JFK,3797,AZS,5810,New York,Samana,JetBlue Airways,Airbus A320,158
JFK,3797,BDA,4069,New York,Bermuda,JetBlue Airways,Airbus A320,158
JFK,3797,BGI,2875,New York,Bridgetown,JetBlue Airways,Airbus A321,192
JFK,3797,BOS,3448,New York,Boston,JetBlue Airways,Embraer 190,0
JFK,3797,BOS,3448,New York,Boston,JetBlue Airways,Airbus A320,158
JFK,3797,BQN,2885,New York,Aguadilla,JetBlue Airways,Airbus A320,158
JFK,3797,BTV,3711,New York,Burlington,JetBlue Airways,Embraer 190,0
JFK,3797,BUF,3820,New York,Buffalo,JetBlue Airways,Embraer 190,0
JFK,3797,BUF,3820,New York,Buffalo,JetBlue Airways,Airbus A320,158
JFK,3797,BUR,3644,New York,Burbank,JetBlue Airways,Airbus A320,158
JFK,3797,CHS,3806,New York,Charleston,JetBlue Airways,Airbus A320,158
JFK,3797,CLT,3876,New York,Charlotte,JetBlue Airways,Embraer 190,0
JFK,3797,CTG,2714,New York,Cartagena,JetBlue Airways,Airbus A320,158
JFK,3797,CUN,1852,New York,Cancun,JetBlue Airways,Airbus A320,158
JFK,3797,DEN,3751,New York,Denver,JetBlue Airways,Airbus A320,158
JFK,3797,DXB,2188,New York,Dubai,JetBlue Airways,Airbus A380-800,520
JFK,3797,FLL,3533,New York,Fort Lauderdale,JetBlue Airways,Airbus A320,158
JFK,3797,FLL,3533,New York,Fort Lauderdale,JetBlue Airways,Embraer 190,0
JFK,3797,GCM,1926,New York,Georgetown,JetBlue Airways,Airbus A320,158
JFK,3797,HOU,3566,New York,Houston,JetBlue Airways,Embraer 190,0
JFK,3797,IAD,3714,New York,Washington,JetBlue Airways,Embraer 190,0
JFK,3797,JAX,3712,New York,Jacksonville,JetBlue Airways,Airbus A320,158
JFK,3797,JNB,813,New York,Johannesburg,JetBlue Airways,Airbus A340-600,475
JFK,3797,KIN,1779,New York,Kingston,JetBlue Airways,Airbus A320,158
JFK,3797,LAS,3877,New York,Las Vegas,JetBlue Airways,Airbus A320,158
JFK,3797,LAX,3484,New York,Los Angeles,JetBlue Airways,Airbus A320,158
JFK,3797,LGB,3582,New York,Long Beach,JetBlue Airways,Airbus A320,158
JFK,3797,LIR,1881,New York,Liberia,JetBlue Airways,Airbus A320,158
JFK,3797,LRM,1759,New York,La Romana,JetBlue Airways,Airbus A320,158
JFK,3797,MBJ,1780,New York,Montego Bay,JetBlue Airways,Airbus A320,158
JFK,3797,MCO,3878,New York,Orlando,JetBlue Airways,Airbus A320,158
JFK,3797,MCO,3878,New York,Orlando,JetBlue Airways,Embraer 190,0
JFK,3797,MSY,3861,New York,New Orleans,JetBlue Airways,Embraer 190,0
JFK,3797,MSY,3861,New York,New Orleans,JetBlue Airways,Airbus A320,158
JFK,3797,MXP,1524,New York,Milano,JetBlue Airways,Boeing 777-300ER,396
JFK,3797,NAS,1953,New York,Nassau,JetBlue Airways,Airbus A320,158
JFK,3797,NAS,1953,New York,Nassau,JetBlue Airways,Embraer 190,0
JFK,3797,OAK,3453,New York,Oakland,JetBlue Airways,Airbus A320,158
JFK,3797,ORD,3830,New York,Chicago,JetBlue Airways,Airbus A320,158
JFK,3797,ORD,3830,New York,Chicago,JetBlue Airways,Embraer 190,0
JFK,3797,PAP,1897,New York,Port-au-prince,JetBlue Airways,Airbus A320,158
JFK,3797,PBI,3722,New York,West Palm Beach,JetBlue Airways,Embraer 190,0
JFK,3797,PBI,3722,New York,West Palm Beach,JetBlue Airways,Airbus A320,158
JFK,3797,PDX,3720,New York,Portland,JetBlue Airways,Airbus A320,158
JFK,3797,PHX,3462,New York,Phoenix,JetBlue Airways,Airbus A320,158
JFK,3797,PLS,1754,New York,Providenciales,JetBlue Airways,Airbus A320,158
JFK,3797,POP,1761,New York,Puerto Plata,JetBlue Airways,Airbus A320,158
JFK,3797,POS,2902,New York,Port-of-spain,JetBlue Airways,Airbus A320,158
JFK,3797,PSE,2889,New York,Ponce,JetBlue Airways,Airbus A320,158
JFK,3797,PUJ,1760,New York,Punta Cana,JetBlue Airways,Airbus A321,192
JFK,3797,PUJ,1760,New York,Punta Cana,JetBlue Airways,Airbus A320,158
JFK,3797,PWM,3862,New York,Portland,JetBlue Airways,Embraer 190,0
JFK,3797,RDU,3626,New York,Raleigh-durham,JetBlue Airways,Embraer 190,0
JFK,3797,ROC,3622,New York,Rochester,JetBlue Airways,Embraer 190,0
JFK,3797,RSW,3793,New York,Fort Myers,JetBlue Airways,Airbus A320,158
JFK,3797,SAN,3731,New York,San Diego,JetBlue Airways,Airbus A320,158
JFK,3797,SAV,3613,New York,Savannah,JetBlue Airways,Airbus A320,158
JFK,3797,SDQ,1762,New York,Santo Domingo,JetBlue Airways,Airbus A321,192
JFK,3797,SDQ,1762,New York,Santo Domingo,JetBlue Airways,Airbus A320,158
JFK,3797,SEA,3577,New York,Seattle,JetBlue Airways,Airbus A320,158
JFK,3797,SFO,3469,New York,San Francisco,JetBlue Airways,Airbus A320,158
JFK,3797,SJC,3748,New York,San Jose,JetBlue Airways,Airbus A320,158
JFK,3797,SJU,2890,New York,San Juan,JetBlue Airways,Airbus A320,158
JFK,3797,SLC,3536,New York,Salt Lake City,JetBlue Airways,Airbus A320,158
JFK,3797,SMF,3817,New York,Sacramento,JetBlue Airways,Airbus A320,158
JFK,3797,SRQ,4067,New York,Sarasota,JetBlue Airways,Embraer 190,0
JFK,3797,STI,1764,New York,Santiago,JetBlue Airways,Airbus A320,158
JFK,3797,STI,1764,New York,Santiago,JetBlue Airways,Airbus A321,192
JFK,3797,SXM,2899,New York,Philipsburg,JetBlue Airways,Airbus A320,158
JFK,3797,SYR,3745,New York,Syracuse,JetBlue Airways,Embraer 190,0
JFK,3797,TPA,3646,New York,Tampa,JetBlue Airways,Airbus A320,158
JFK,3797,TPA,3646,New York,Tampa,JetBlue Airways,Embraer 190,0
JFK,3797,UVF,2894,New York,Hewandorra,JetBlue Airways,Airbus A320,158
LGA,3697,FLL,3533,New York,Fort Lauderdale,JetBlue Airways,Airbus A320,158
LGA,3697,MCO,3878,New York,Orlando,JetBlue Airways,Airbus A320,158
LGA,3697,PBI,3722,New York,West Palm Beach,JetBlue Airways,Airbus A320,158
LGA,3697,PBI,3722,New York,West Palm Beach,JetBlue Airways,Embraer 190,0
LGA,3697,RSW,3793,New York,Fort Myers,JetBlue Airways,Airbus A320,158
LGA,3697,SRQ,4067,New York,Sarasota,JetBlue Airways,Airbus A320,158
LGA,3697,TPA,3646,New York,Tampa,JetBlue Airways,Airbus A320,158
JFK,3797,BCN,1218,New York,Barcelona,British Airways,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,British Airways,Boeing 767-300,148
JFK,3797,CDG,1382,New York,Paris,British Airways,Boeing 757,0
JFK,3797,DUB,599,New York,Dublin,British Airways,Boeing 757,0
JFK,3797,FCO,1555,New York,Rome,British Airways,Boeing 767-300,148
JFK,3797,HEL,421,New York,Helsinki,British Airways,Airbus A330-300,293
JFK,3797,LCY,503,New York,London,British Airways,Airbus A318,132
JFK,3797,LHR,507,New York,London,British Airways,Boeing 777,388
JFK,3797,LHR,507,New York,London,British Airways,Boeing 747-400,366
JFK,3797,MAD,1229,New York,Madrid,British Airways,Airbus A330-300,293
JFK,3797,MAD,1229,New York,Madrid,British Airways,Boeing 757,0
JFK,3797,MAD,1229,New York,Madrid,British Airways,Airbus A340-600,475
JFK,3797,MAN,478,New York,Manchester,British Airways,Boeing 757,0
JFK,3797,MXP,1524,New York,Milano,British Airways,Boeing 767-300,148
JFK,3797,ORY,1386,New York,Paris,British Airways,Boeing 757-200,162
JFK,3797,TPE,2276,New York,Taipei,EVA Air,Boeing 777-300ER,396
JFK,3797,GEO,4304,New York,Georgetown,Caribbean Airlines,Boeing 767,375
JFK,3797,GND,2882,New York,Point Salines,Caribbean Airlines,Boeing 737-800,160
JFK,3797,KIN,1779,New York,Kingston,Caribbean Airlines,Boeing 737-800,160
JFK,3797,MBJ,1780,New York,Montego Bay,Caribbean Airlines,Boeing 737-800,160
JFK,3797,POS,2902,New York,Port-of-spain,Caribbean Airlines,Boeing 737-800,160
JFK,3797,TAB,2901,New York,Scarborough,Caribbean Airlines,Boeing 737-800,160
JFK,3797,PEK,3364,New York,Beijing,Air China,Boeing 777-300,350
