source airport,source airport id,destination apirport,destination airport id,source city,destination city,airline name,plane model,capacity
ICN,3930,SFO,3469,Seoul,San Francisco,Delta Air Lines,Boeing 777-300ER,396
ICN,3930,SFO,3469,Seoul,San Francisco,Delta Air Lines,Boeing 777-200,308
LAX,3484,SFO,3469,Los Angeles,San Francisco,Delta Air Lines,Embraer 175,0
LHR,507,SFO,3469,London,San Francisco,Delta Air Lines,Boeing 747-400,366
MEX,1824,SFO,3469,Mexico City,San Francisco,Delta Air Lines,Boeing 737,0
MSP,3858,SFO,3469,Minneapolis,San Francisco,Delta Air Lines,Airbus A320,158
MSP,3858,SFO,3469,Minneapolis,San Francisco,Delta Air Lines,Boeing 757-300,232
MSP,3858,SFO,3469,Minneapolis,San Francisco,Delta Air Lines,McDonnell Douglas MD-90,158
MSP,3858,SFO,3469,Minneapolis,San Francisco,Delta Air Lines,Boeing 757,0
MSP,3858,SFO,3469,Minneapolis,San Francisco,Delta Air Lines,Boeing 737-800,160
PVG,3406,SFO,3469,Shanghai,San Francisco,Delta Air Lines,Airbus A330-200,234
SEA,3577,SFO,3469,Seattle,San Francisco,Delta Air Lines,Embraer 175,0
SEA,3577,SFO,3469,Seattle,San Francisco,Delta Air Lines,Boeing 737-400,189
SLC,3536,SFO,3469,Salt Lake City,San Francisco,Delta Air Lines,Airbus A320,158
TPE,2276,SFO,3469,Taipei,San Francisco,Delta Air Lines,Boeing 747-400,366
DUB,599,SFO,3469,Dublin,San Francisco,Aer Lingus,Airbus A330-200,234
DXB,2188,SFO,3469,Dubai,San Francisco,Emirates,Boeing 777-300ER,396
DEN,3751,SFO,3469,Denver,San Francisco,Frontier Airlines,Airbus A320,158
DEN,3751,SFO,3469,Denver,San Francisco,Frontier Airlines,Airbus A319,132
ATL,3682,SFO,3469,Atlanta,San Francisco,AirTran Airways,Boeing 737-700,124
HNL,3728,SFO,3469,Honolulu,San Francisco,Hawaiian Airlines,Airbus A330-200,234
LAS,3877,SFO,3469,Las Vegas,San Francisco,Hawaiian Airlines,Airbus A320,158
LHR,507,SFO,3469,London,San Francisco,Iberia Airlines,Boeing 747-400,366
HND,2359,SFO,3469,Tokyo,San Francisco,Japan Airlines,Boeing 787-8,231
ICN,3930,SFO,3469,Seoul,San Francisco,Korean Air,Boeing 777-300ER,396
ICN,3930,SFO,3469,Seoul,San Francisco,Korean Air,Boeing 777-200,308
AMS,580,SFO,3469,Amsterdam,San Francisco,KLM Royal Dutch Airlines,Boeing 747,660
ATL,3682,SFO,3469,Atlanta,San Francisco,KLM Royal Dutch Airlines,Boeing 737-900,175
ATL,3682,SFO,3469,Atlanta,San Francisco,KLM Royal Dutch Airlines,Boeing 767-300,148
ATL,3682,SFO,3469,Atlanta,San Francisco,KLM Royal Dutch Airlines,Boeing 757,0
MSP,3858,SFO,3469,Minneapolis,San Francisco,KLM Royal Dutch Airlines,Boeing 757,0
FRA,340,SFO,3469,Frankfurt,San Francisco,Lufthansa,Boeing 747-400,366
FRA,340,SFO,3469,Frankfurt,San Francisco,Lufthansa,Airbus A380-800,520
LHR,507,SFO,3469,London,San Francisco,Lufthansa,Boeing 777,388
MUC,346,SFO,3469,Munich,San Francisco,Lufthansa,Airbus A340-600,475
ZRH,1678,SFO,3469,Zurich,San Francisco,Swiss International Air Lines,Airbus A340-300,440
PVG,3406,SFO,3469,Shanghai,San Francisco,China Eastern Airlines,Airbus A330-200,234
KIX,3992,SFO,3469,Osaka,San Francisco,All Nippon Airways,Boeing 777,388
KIX,3992,SFO,3469,Osaka,San Francisco,All Nippon Airways,Boeing 787-8,231
NRT,2279,SFO,3469,Tokyo,San Francisco,All Nippon Airways,Boeing 777-300ER,396
ATL,3682,SFO,3469,Atlanta,San Francisco,Air New Zealand,Boeing 737-800,160
FRA,340,SFO,3469,Frankfurt,San Francisco,Air New Zealand,Boeing 747-400,366
LHR,507,SFO,3469,London,San Francisco,Air New Zealand,Boeing 777,388
MEX,1824,SFO,3469,Mexico City,San Francisco,Air New Zealand,Airbus A320,158
ICN,3930,SFO,3469,Seoul,San Francisco,Asiana Airlines,Boeing 777-200LR,292
CPH,609,SFO,3469,Copenhagen,San Francisco,Scandinavian Airlines System,Airbus A340-300,440
HKG,3077,SFO,3469,Hong Kong,San Francisco,Singapore Airlines,Boeing 777-300ER,396
ICN,3930,SFO,3469,Seoul,San Francisco,Singapore Airlines,Boeing 777-300ER,396
MSP,3858,SFO,3469,Minneapolis,San Francisco,Sun Country Airlines,Boeing 737-700,124
MSP,3858,SFO,3469,Minneapolis,San Francisco,Sun Country Airlines,Boeing 737-800,160
ATL,3682,SFO,3469,Atlanta,San Francisco,United Airlines,Boeing 737-800,160
AUS,3673,SFO,3469,Austin,San Francisco,United Airlines,Boeing 737-800,160
AUS,3673,SFO,3469,Austin,San Francisco,United Airlines,Airbus A319,132
AUS,3673,SFO,3469,Austin,San Francisco,United Airlines,Airbus A320,158
AUS,3673,SFO,3469,Austin,San Francisco,United Airlines,Boeing 737-900,175
BOS,3448,SFO,3469,Boston,San Francisco,United Airlines,Boeing 757-200,162
BOS,3448,SFO,3469,Boston,San Francisco,United Airlines,Boeing 757-300,232
BOS,3448,SFO,3469,Boston,San Francisco,United Airlines,Boeing 737-900,175
BOS,3448,SFO,3469,Boston,San Francisco,United Airlines,Boeing 737-800,160
BOS,3448,SFO,3469,Boston,San Francisco,United Airlines,Boeing 737-700,124
BUR,3644,SFO,3469,Burbank,San Francisco,United Airlines,Canadair Regional Jet 700,0
BWI,3849,SFO,3469,Baltimore,San Francisco,United Airlines,Boeing 737-800,160
BWI,3849,SFO,3469,Baltimore,San Francisco,United Airlines,Boeing 737-900,175
BWI,3849,SFO,3469,Baltimore,San Francisco,United Airlines,Airbus A319,132
CDG,1382,SFO,3469,Paris,San Francisco,United Airlines,Boeing 767-300,148
CLE,3486,SFO,3469,Cleveland,San Francisco,United Airlines,Boeing 737-900,175
CLE,3486,SFO,3469,Cleveland,San Francisco,United Airlines,Boeing 737-800,160
CLE,3486,SFO,3469,Cleveland,San Francisco,United Airlines,Airbus A319,132
CUN,1852,SFO,3469,Cancun,San Francisco,United Airlines,Boeing 737-900,175
DCA,3520,SFO,3469,Washington,San Francisco,United Airlines,Boeing 737-800,160
DCA,3520,SFO,3469,Washington,San Francisco,United Airlines,Boeing 737-700,124
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Boeing 757-200,162
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Boeing 737-800,160
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Airbus A320,158
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Boeing 737-900,175
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Boeing 737-700,124
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Airbus A319,132
DEN,3751,SFO,3469,Denver,San Francisco,United Airlines,Boeing 757-300,232
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,United Airlines,Airbus A319,132
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,United Airlines,Boeing 737-900,175
FLL,3533,SFO,3469,Fort Lauderdale,San Francisco,United Airlines,Boeing 737-800,160
FLL,3533,SFO,3469,Fort Lauderdale,San Francisco,United Airlines,Boeing 757-200,162
FRA,340,SFO,3469,Frankfurt,San Francisco,United Airlines,Boeing 747-400,366
HKG,3077,SFO,3469,Hong Kong,San Francisco,United Airlines,Boeing 747-400,366
HNL,3728,SFO,3469,Honolulu,San Francisco,United Airlines,Boeing 767-400,409
HNL,3728,SFO,3469,Honolulu,San Francisco,United Airlines,Boeing 777,388
HNL,3728,SFO,3469,Honolulu,San Francisco,United Airlines,Boeing 737-800,160
HNL,3728,SFO,3469,Honolulu,San Francisco,United Airlines,Boeing 757-300,232
HNL,3728,SFO,3469,Honolulu,San Francisco,United Airlines,Boeing 737-900,175
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Boeing 757-200,162
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Airbus A320,158
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Boeing 757-300,232
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Boeing 737-800,160
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Boeing 737-900,175
IAD,3714,SFO,3469,Washington,San Francisco,United Airlines,Airbus A319,132
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Airbus A319,132
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Boeing 737-900,175
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Boeing 737-800,160
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Airbus A320,158
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Boeing 787-8,231
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Boeing 737-700,124
IAH,3550,SFO,3469,Houston,San Francisco,United Airlines,Boeing 757-200,162
ICN,3930,SFO,3469,Seoul,San Francisco,United Airlines,Boeing 747-400,366
IND,3585,SFO,3469,Indianapolis,San Francisco,United Airlines,Airbus A319,132
KIX,3992,SFO,3469,Osaka,San Francisco,United Airlines,Boeing 777,388
KIX,3992,SFO,3469,Osaka,San Francisco,United Airlines,Boeing 787-8,231
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Boeing 737-900,175
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Boeing 737-800,160
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Airbus A320,158
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Boeing 757-200,162
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Airbus A319,132
LAS,3877,SFO,3469,Las Vegas,San Francisco,United Airlines,Boeing 757-300,232
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Boeing 737-900,175
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Boeing 757-200,162
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Boeing 757-300,232
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Airbus A319,132
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Airbus A320,158
LAX,3484,SFO,3469,Los Angeles,San Francisco,United Airlines,Boeing 737-800,160
LHR,507,SFO,3469,London,San Francisco,United Airlines,Boeing 777,388
MCI,3458,SFO,3469,Kansas City,San Francisco,United Airlines,Canadair Regional Jet 700,0
MCO,3878,SFO,3469,Orlando,San Francisco,United Airlines,Boeing 757-300,232
MCO,3878,SFO,3469,Orlando,San Francisco,United Airlines,Boeing 757-200,162
MCO,3878,SFO,3469,Orlando,San Francisco,United Airlines,Boeing 737-800,160
MCO,3878,SFO,3469,Orlando,San Francisco,United Airlines,Boeing 737-900,175
MEX,1824,SFO,3469,Mexico City,San Francisco,United Airlines,Airbus A320,158
MSP,3858,SFO,3469,Minneapolis,San Francisco,United Airlines,Airbus A320,158
MSP,3858,SFO,3469,Minneapolis,San Francisco,United Airlines,Boeing 737-900,175
MSP,3858,SFO,3469,Minneapolis,San Francisco,United Airlines,Airbus A319,132
MSY,3861,SFO,3469,New Orleans,San Francisco,United Airlines,Airbus A320,158
MSY,3861,SFO,3469,New Orleans,San Francisco,United Airlines,Airbus A319,132
MSY,3861,SFO,3469,New Orleans,San Francisco,United Airlines,Boeing 737-800,160
MUC,346,SFO,3469,Munich,San Francisco,United Airlines,Airbus A340-600,475
NRT,2279,SFO,3469,Tokyo,San Francisco,United Airlines,Boeing 747-400,366
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Boeing 757-200,162
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Boeing 737-900,175
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Airbus A320,158
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Boeing 737-800,160
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Boeing 757-300,232
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Airbus A319,132
ORD,3830,SFO,3469,Chicago,San Francisco,United Airlines,Boeing 777,388
PDX,3720,SFO,3469,Portland,San Francisco,United Airlines,Airbus A319,132
PDX,3720,SFO,3469,Portland,San Francisco,United Airlines,Boeing 737-900,175
PDX,3720,SFO,3469,Portland,San Francisco,United Airlines,Airbus A320,158
PEK,3364,SFO,3469,Beijing,San Francisco,United Airlines,Boeing 747-400,366
PHL,3752,SFO,3469,Philadelphia,San Francisco,United Airlines,Boeing 737-900,175
PHL,3752,SFO,3469,Philadelphia,San Francisco,United Airlines,Boeing 737-800,160
PHL,3752,SFO,3469,Philadelphia,San Francisco,United Airlines,Airbus A319,132
PHL,3752,SFO,3469,Philadelphia,San Francisco,United Airlines,Boeing 757-200,162
PHX,3462,SFO,3469,Phoenix,San Francisco,United Airlines,Airbus A320,158
PIT,3570,SFO,3469,Pittsburgh,San Francisco,United Airlines,Airbus A320,158
PIT,3570,SFO,3469,Pittsburgh,San Francisco,United Airlines,Airbus A319,132
PIT,3570,SFO,3469,Pittsburgh,San Francisco,United Airlines,Boeing 737-800,160
PVG,3406,SFO,3469,Shanghai,San Francisco,United Airlines,Boeing 747-400,366
RDU,3626,SFO,3469,Raleigh-durham,San Francisco,United Airlines,Boeing 737-800,160
RDU,3626,SFO,3469,Raleigh-durham,San Francisco,United Airlines,Boeing 737-900,175
SAL,1892,SFO,3469,San Salvador,San Francisco,United Airlines,Airbus A319,132
SAL,1892,SFO,3469,San Salvador,San Francisco,United Airlines,Airbus A320,158
SAN,3731,SFO,3469,San Diego,San Francisco,United Airlines,Boeing 737-900,175
SAN,3731,SFO,3469,San Diego,San Francisco,United Airlines,Boeing 737-800,160
SAN,3731,SFO,3469,San Diego,San Francisco,United Airlines,Airbus A320,158
SAN,3731,SFO,3469,San Diego,San Francisco,United Airlines,Airbus A319,132
SEA,3577,SFO,3469,Seattle,San Francisco,United Airlines,Airbus A319,132
SEA,3577,SFO,3469,Seattle,San Francisco,United Airlines,Boeing 737-900,175
SEA,3577,SFO,3469,Seattle,San Francisco,United Airlines,Airbus A320,158
SEA,3577,SFO,3469,Seattle,San Francisco,United Airlines,Boeing 737-800,160
SEA,3577,SFO,3469,Seattle,San Francisco,United Airlines,Boeing 757-200,162
SLC,3536,SFO,3469,Salt Lake City,San Francisco,United Airlines,Boeing 737-800,160
SLC,3536,SFO,3469,Salt Lake City,San Francisco,United Airlines,Airbus A320,158
SLC,3536,SFO,3469,Salt Lake City,San Francisco,United Airlines,Airbus A319,132
SMF,3817,SFO,3469,Sacramento,San Francisco,United Airlines,Embraer EMB 120 Brasilia,0
STL,3678,SFO,3469,St. Louis,San Francisco,United Airlines,Airbus A320,158
STL,3678,SFO,3469,St. Louis,San Francisco,United Airlines,Airbus A319,132
TPE,2276,SFO,3469,Taipei,San Francisco,United Airlines,Boeing 777,388
YUL,146,SFO,3469,Montreal,San Francisco,United Airlines,Airbus A319,132
YVR,156,SFO,3469,Vancouver,San Francisco,United Airlines,Airbus A320,158
YVR,156,SFO,3469,Vancouver,San Francisco,United Airlines,Airbus A319,132
YVR,156,SFO,3469,Vancouver,San Francisco,United Airlines,Boeing 737-900,175
YVR,156,SFO,3469,Vancouver,San Francisco,United Airlines,Boeing 737-800,160
YYC,178,SFO,3469,Calgary,San Francisco,United Airlines,Canadair Regional Jet 700,0
YYZ,193,SFO,3469,Toronto,San Francisco,United Airlines,Airbus A320,158
ZRH,1678,SFO,3469,Zurich,San Francisco,United Airlines,Airbus A340-300,440
LHR,507,SFO,3469,London,San Francisco,Transaero Airlines,Boeing 747-400,366
CLT,3876,SFO,3469,Charlotte,San Francisco,US Airways,Airbus A321,192
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,US Airways,Boeing 737-800,160
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,US Airways,Boeing 757,0
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,US Airways,Boeing 767-300,148
HKG,3077,SFO,3469,Hong Kong,San Francisco,US Airways,Boeing 777-300ER,396
ICN,3930,SFO,3469,Seoul,San Francisco,US Airways,Boeing 777-300ER,396
LAX,3484,SFO,3469,Los Angeles,San Francisco,US Airways,Boeing 737-800,160
MIA,3576,SFO,3469,Miami,San Francisco,US Airways,Boeing 767-300,148
MIA,3576,SFO,3469,Miami,San Francisco,US Airways,Boeing 757,0
MIA,3576,SFO,3469,Miami,San Francisco,US Airways,Boeing 737-800,160
ORD,3830,SFO,3469,Chicago,San Francisco,US Airways,Boeing 737-800,160
PEK,3364,SFO,3469,Beijing,San Francisco,US Airways,Boeing 777-300,350
PHL,3752,SFO,3469,Philadelphia,San Francisco,US Airways,Airbus A320,158
PHL,3752,SFO,3469,Philadelphia,San Francisco,US Airways,Airbus A321,192
PHX,3462,SFO,3469,Phoenix,San Francisco,US Airways,Airbus A320,158
PHX,3462,SFO,3469,Phoenix,San Francisco,US Airways,Airbus A321,192
SAL,1892,SFO,3469,San Salvador,San Francisco,US Airways,Airbus A319,132
SAL,1892,SFO,3469,San Salvador,San Francisco,US Airways,Airbus A320,158
TPE,2276,SFO,3469,Taipei,San Francisco,US Airways,Boeing 777-300ER,396
ATL,3682,SFO,3469,Atlanta,San Francisco,Virgin Atlantic Airways,Boeing 767-300,148
ATL,3682,SFO,3469,Atlanta,San Francisco,Virgin Atlantic Airways,Boeing 737-900,175
ATL,3682,SFO,3469,Atlanta,San Francisco,Virgin Atlantic Airways,Boeing 757,0
LHR,507,SFO,3469,London,San Francisco,Virgin Atlantic Airways,Boeing 747-400,366
AUS,3673,SFO,3469,Austin,San Francisco,Virgin America,Airbus A319,132
BOS,3448,SFO,3469,Boston,San Francisco,Virgin America,Airbus A320,158
CUN,1852,SFO,3469,Cancun,San Francisco,Virgin America,Airbus A320,158
DCA,3520,SFO,3469,Washington,San Francisco,Virgin America,Airbus A320,158
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,Virgin America,Airbus A319,132
DFW,3670,SFO,3469,Dallas-Fort Worth,San Francisco,Virgin America,Airbus A320,158
FLL,3533,SFO,3469,Fort Lauderdale,San Francisco,Virgin America,Airbus A320,158
IAD,3714,SFO,3469,Washington,San Francisco,Virgin America,Airbus A319,132
IAD,3714,SFO,3469,Washington,San Francisco,Virgin America,Airbus A320,158
LAS,3877,SFO,3469,Las Vegas,San Francisco,Virgin America,Airbus A320,158
LAS,3877,SFO,3469,Las Vegas,San Francisco,Virgin America,Airbus A319,132
LAX,3484,SFO,3469,Los Angeles,San Francisco,Virgin America,Airbus A320,158
LAX,3484,SFO,3469,Los Angeles,San Francisco,Virgin America,Airbus A319,132
MCO,3878,SFO,3469,Orlando,San Francisco,Virgin America,Airbus A320,158
ORD,3830,SFO,3469,Chicago,San Francisco,Virgin America,Airbus A320,158
PDX,3720,SFO,3469,Portland,San Francisco,Virgin America,Airbus A320,158
PHL,3752,SFO,3469,Philadelphia,San Francisco,Virgin America,Airbus A319,132
SAN,3731,SFO,3469,San Diego,San Francisco,Virgin America,Airbus A319,132
SAN,3731,SFO,3469,San Diego,San Francisco,Virgin America,Airbus A320,158
SEA,3577,SFO,3469,Seattle,San Francisco,Virgin America,Airbus A319,132
SEA,3577,SFO,3469,Seattle,San Francisco,Virgin America,Airbus A320,158
LAS,3877,SFO,3469,Las Vegas,San Francisco,Southwest Airlines,Boeing 737-300,149
LAX,3484,SFO,3469,Los Angeles,San Francisco,Southwest Airlines,Boeing 737-300,149
PHX,3462,SFO,3469,Phoenix,San Francisco,Southwest Airlines,Boeing 737-300,149
SAN,3731,SFO,3469,San Diego,San Francisco,Southwest Airlines,Boeing 737-300,149
